source,target,value
"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations",2788553
"Cyclist road injuries","Fracture of hand bone",505426.5
"Cyclist road injuries","Multiple significant injuries",3232032
"Cyclist road injuries","Spinal cord lesion below neck level",42286.84
"Cyclist road injuries","Amputation of both upper limbs",260.932
"Cyclist road injuries","Spinal cord lesion at neck level",4434.864
"Cyclist road injuries","Fracture of pelvis",121879.3
"Cyclist road injuries","Contusion",2657335
"Pedestrian road injuries by road vehicle","Fracture of radius or ulna",798391.3
"Pedestrian road injuries by road vehicle","Amputation of one upper limb",5753.279
"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle",1787993
"Pedestrian road injuries by road vehicle","Environmental factors (e.g. temperature, pressure, electricity)",12583.6
"Pedestrian road injuries by road vehicle","Complications of medical treatment",507385.8
"Pedestrian road injuries by road vehicle","Injured nerves",59234.73
"Pedestrian road injuries by road vehicle","Dislocation of knee",23157.74
"Pedestrian road injuries by road vehicle","Dislocation of shoulder",104522.7
"Pedestrian road injuries by road vehicle","Poisoning",252596.2
"Pedestrian road injuries by road vehicle","Amputation of both lower limbs",1803.207
"Pedestrian road injuries by road vehicle","Fracture of hand bone",282286.6
"Pedestrian road injuries by road vehicle","Lower airway burns",289.058
"Pedestrian road injuries by road vehicle","Injury to eyes (including foreign body eye)",225571.1
"Pedestrian road injuries by road vehicle","Foreign body in respiratory system",40467.23
"Pedestrian road injuries by road vehicle","Open wound",1.04e+07
"Pedestrian road injuries by road vehicle","Internal hemorrhage in abdomen or pelvis",794595.3
"Pedestrian road injuries by road vehicle","Foreign body in ear",6833.575
"Pedestrian road injuries by road vehicle","Spinal cord lesion at neck level",10670.78
"Pedestrian road injuries by road vehicle","Severe chest Injury",168101.1
"Pedestrian road injuries by road vehicle","Non-fatal submersion",3985.492
"Pedestrian road injuries by road vehicle","Superficial injury",3877897
"Pedestrian road injuries by road vehicle","Crush injury",138933.5
"Pedestrian road injuries by road vehicle","Amputation of both upper limbs",5109.279
"Pedestrian road injuries by road vehicle","Amputation of finger (excluding thumb)",51245.83
"Pedestrian road injuries by road vehicle","Foreign body in gastrointestinal or urogenital system",22150.63
"Pedestrian road injuries by road vehicle","Minor traumatic brain injury",1298158
"Pedestrian road injuries by road vehicle","Asphyxiation",809.368
"Pedestrian road injuries by road vehicle","Moderate to severe traumatic brain injury",2755344
"Pedestrian road injuries by road vehicle","Fracture of vertebral column",1256250
"Pedestrian road injuries by road vehicle","Spinal cord lesion below neck level",101814.2
"Pedestrian road injuries by road vehicle","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands",49378.7
"Pedestrian road injuries by road vehicle","Amputation of thumb",3031.546
"Pedestrian road injuries by road vehicle","Fracture of femur, other than femoral neck",1809809
"Pedestrian road injuries by road vehicle","Fracture of foot bone",616689.4
"Pedestrian road injuries by road vehicle","Other injuries of muscle & tendon and other dislocations",845823.3
"Pedestrian road injuries by road vehicle","Burns with <20% total burned surface area",150178.4
"Pedestrian road injuries by road vehicle","Fracture of neck of femur",762552
"Pedestrian road injuries by road vehicle","Amputation of toe",10520.44
"Pedestrian road injuries by road vehicle","Fracture of pelvis",850331.3
"Pedestrian road injuries by road vehicle","Multiple significant injuries",9657670
"Pedestrian road injuries by road vehicle","Dislocation of hip",46650.61
"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus",1012270
"Pedestrian road injuries by road vehicle","Fracture of face bone",186252.1
"Pedestrian road injuries by road vehicle","Contusion",4017205
"Pedestrian road injuries by road vehicle","Fracture of skull",809757.9
"Pedestrian road injuries by road vehicle","Amputation of one lower limb",92961.4
"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)",61049.34
